,cases,deaths,recovered,hospitalized,transmission_rate,mutation_count,severity_level,case_fatality_rate,hospitalized_rate,recovery_rate,variant_prevalence,mutation_transmission_ratio,mutation_transmission_interaction,variant_Beta,variant_Delta,variant_Epsilon,variant_Gamma,variant_Lambda,variant_Mu,variant_Omicron,variant_Theta,variant_Zeta
342,22154,882,25514,2191,1.24,17,Severe,3.9812223526225514,9.889861875959195,115.16656134332402,0.4407583494700017,13.709677419354838,21.08,0,1,0,0,0,0,0,0,0
104,78212,4444,29982,7221,0.91,9,Moderate,5.681992533115123,9.23259857822329,38.33427095586355,1.5444527798748,9.89010989010989,8.19,0,0,1,0,0,0,0,0,0
838,15472,4172,19103,5481,1.59,16,Moderate,26.96483971044468,35.42528438469493,123.4682006204757,0.2963789927213595,10.062893081761006,25.44,0,1,0,0,0,0,0,0,0
810,80911,1230,56442,2610,2.09,19,Moderate,1.5201888494765854,3.2257665830356808,69.75812930256701,1.617142982773473,9.090909090909092,39.709999999999994,0,0,0,1,0,0,0,0,0
95,81657,2217,67281,702,1.23,14,Mild,2.715015246702671,0.8596935963848782,82.39465079540027,1.6124812131928161,11.382113821138212,17.22,0,0,0,0,0,0,0,1,0
97,72616,2369,3312,6406,1.16,4,Mild,3.262366420623554,8.821747273328192,4.5609782967940955,1.4301968568993664,3.4482758620689657,4.64,0,0,0,0,0,1,0,0,0
751,22273,4678,44960,6953,1.29,10,Severe,21.003008126431105,31.217168769362008,201.85875274996633,0.4755667011496829,7.751937984496124,12.9,1,0,0,0,0,0,0,0,0
776,84327,2575,2587,7786,1.36,12,Mild,3.0535890047078635,9.233104462390457,3.067819322399706,1.615353627146722,8.823529411764705,16.32,0,1,0,0,0,0,0,0,0
711,77164,4780,83281,1311,1.41,18,Moderate,6.194598517443367,1.6989787984034006,107.92727178477011,1.6475835732732071,12.765957446808512,25.38,0,0,0,0,1,0,0,0,0
36,42970,1932,19570,3628,2.51,19,Moderate,4.496160111705842,8.443099837095648,45.543402373749124,1.0482098468789107,7.569721115537849,47.69,0,0,0,0,0,0,0,0,1
568,37872,3606,56685,4492,1.19,7,Mild,9.521546261089988,11.8610054921842,149.6752217997465,0.725469571635427,5.882352941176471,8.33,0,0,0,0,0,1,0,0,0
2,7071,3270,83006,1976,2.24,14,Mild,46.24522698345354,27.9451279875548,1173.8933672747842,0.17248991918270368,6.249999999999999,31.360000000000003,0,0,1,0,0,0,0,0,0
517,84192,4485,92942,3978,2.17,2,Moderate,5.327109464082098,4.724914481185861,110.39291144051691,2.0537789953090355,0.9216589861751152,4.34,0,0,0,0,0,0,1,0,0
302,42704,3171,10753,6050,1.97,15,Moderate,7.425533907830648,14.167291120269764,25.180310977894344,0.8180305393726044,7.614213197969543,29.55,0,0,0,0,0,0,0,0,0
622,78618,4769,50755,7903,1.21,11,Critical,6.066040855783663,10.052405301584878,64.55900684321657,1.5713135052055331,9.090909090909092,13.309999999999999,0,0,0,0,0,0,0,0,0
289,40297,1538,66859,9221,1.72,5,Critical,3.816661289922327,22.882596719358762,165.91557684194854,0.8604099742391584,2.9069767441860463,8.6,0,0,0,0,0,0,0,0,0
501,19899,1573,75358,9391,1.16,7,Severe,7.904919845218353,47.193326297803914,378.7024473591638,0.48541605173477875,6.03448275862069,8.12,0,0,0,0,0,0,0,0,0
949,93674,4735,5644,5509,1.04,9,Moderate,5.05476439567009,5.881034225078464,6.025151055789226,2.0001003530505725,8.653846153846153,9.36,0,0,0,1,0,0,0,0,0
80,91453,4590,93086,8760,1.37,7,Severe,5.018971493554067,9.57869069358031,101.78561665554983,1.8059228772808533,5.10948905109489,9.59,0,0,0,0,0,1,0,0,0
917,8116,4501,25266,9559,2.09,1,Moderate,55.458353868900936,117.77969443075406,311.31099063578114,0.16026669515501302,0.47846889952153115,2.09,0,0,0,0,0,0,1,0,0
878,95790,4434,56968,4636,2.84,5,Severe,4.628875665518321,4.83975362772732,59.471761144169534,1.8915656393418796,1.7605633802816902,14.2,0,1,0,0,0,0,0,0,0
527,71775,3258,1707,1764,1.61,17,Mild,4.539184952978056,2.457680250783699,2.3782654127481715,1.4345445933008616,10.559006211180124,27.37,0,0,0,0,0,0,1,0,0
247,91270,4538,80105,1151,2.13,5,Moderate,4.9720609181549245,1.2610934589678975,87.76706475293086,1.8023091753077918,2.347417840375587,10.649999999999999,0,0,1,0,0,0,0,0,0
228,65187,2749,65777,9366,1.24,8,Mild,4.217098501234909,14.367895439274703,100.9050884378787,1.248711052128184,6.451612903225807,9.92,0,0,0,0,0,0,0,1,0
583,78088,1236,77903,9090,0.53,5,Moderate,1.5828296281118739,11.640713041696547,99.7630877983813,1.4958404074215048,9.433962264150942,2.6500000000000004,0,0,0,0,1,0,0,0,0
533,64018,2041,41297,4948,1.63,9,Critical,3.1881658283607734,7.729076197319504,64.50841950701364,1.1975933645044088,5.521472392638037,14.669999999999998,0,0,0,1,0,0,0,0,0
794,89778,4753,33833,1213,2.14,19,Critical,5.294170063935486,1.3511105170531756,37.68517899708169,1.7943649529413412,8.878504672897195,40.660000000000004,0,0,0,0,0,0,0,0,1
495,48615,4433,70473,3207,2.75,9,Mild,9.118584798930371,6.596729404504782,144.96143165689602,0.9094473650439225,3.272727272727273,24.75,0,0,0,0,0,0,0,0,0
532,20638,741,84023,3634,2.92,6,Severe,3.5904641922666922,17.608295377459058,407.1276286461867,0.4413453183885828,2.0547945205479454,17.52,0,0,0,0,0,0,1,0,0
424,2382,2555,72095,1150,1.71,16,Moderate,107.26280436607894,48.27875734676742,3026.658270361041,0.058106489533757626,9.35672514619883,27.36,0,0,0,0,0,0,0,1,0
926,12928,1135,4092,5704,2.99,2,Severe,8.779393564356436,44.12128712871287,31.652227722772274,0.276466337635798,0.6688963210702341,5.98,1,0,0,0,0,0,0,0,0
90,71069,1636,20839,7380,1.79,14,Critical,2.3019882086423054,10.384274437518467,29.322207995047066,1.4204339909620194,7.82122905027933,25.060000000000002,0,0,0,1,0,0,0,0,0
539,27816,2559,9467,6130,1.59,8,Severe,9.199741156169111,22.037676157607134,34.034368708656885,0.5492826999053526,5.031446540880503,12.72,0,0,0,0,0,0,0,0,0
690,37076,4234,4019,9152,1.86,14,Mild,11.41978638472327,24.684431977559605,10.839896428956736,0.9044316565716196,7.526881720430107,26.040000000000003,0,0,0,0,0,0,0,0,0
66,52242,3642,36733,8931,2.95,3,Moderate,6.971402319972436,17.09544045021247,70.31315799548257,1.0289239864236077,1.0169491525423728,8.850000000000001,0,1,0,0,0,0,0,0,0
140,56626,3699,92926,5550,2.99,10,Severe,6.532334969801858,9.801151414544556,164.10482817080495,1.1152683598488422,3.34448160535117,29.900000000000002,0,0,0,0,0,0,0,1,0
414,77413,2414,62721,3686,1.2,18,Critical,3.1183392970172967,4.7614741710048705,81.02127549636367,1.547229545122948,15.0,21.599999999999998,0,1,0,0,0,0,0,0,0
87,72086,4232,1931,3725,2.98,15,Critical,5.870765474572039,5.167438892434037,2.6787448325611076,1.4197583263529763,5.033557046979865,44.7,0,0,0,0,0,0,0,0,0
943,32345,3875,54433,1611,0.7,14,Critical,11.980213325088886,4.980677075282115,168.28876178698408,0.6441360123709163,20.0,9.799999999999999,0,0,1,0,0,0,0,0,0
239,7951,309,58867,2041,1.05,6,Critical,3.8863036096088543,25.669727078354924,740.372280216325,0.16976746917079555,5.714285714285714,6.300000000000001,0,0,0,1,0,0,0,0,0
526,66421,4663,57271,2340,1.05,12,Moderate,7.020370063684678,3.5229821893678204,86.22423631080531,1.3214593450459051,11.428571428571429,12.600000000000001,0,0,0,0,0,1,0,0,0
448,36127,3491,75189,4598,2.11,14,Moderate,9.663132836936365,12.727323054778974,208.1241176959061,0.6920426493048445,6.6350710900473935,29.54,0,0,0,0,0,0,0,0,0
851,66952,1474,7239,2718,0.67,8,Critical,2.201577249372685,4.059624805831043,10.812223682638308,1.6332265689605965,11.940298507462686,5.36,0,1,0,0,0,0,0,0,0
846,71468,1675,10603,2425,2.96,5,Severe,2.3437062741366765,3.3931269938993673,14.836010522191751,1.5283490267756195,1.6891891891891893,14.8,0,0,0,0,0,0,1,0,0
313,6896,1824,78307,3544,2.28,12,Mild,26.450116009280745,51.39211136890951,1135.542343387471,0.13782820641452792,5.2631578947368425,27.36,0,0,0,0,0,0,0,1,0
312,71444,2873,18832,5984,1.68,6,Severe,4.0213313924192375,8.375790829180897,26.35910643301047,1.3365125485590454,3.5714285714285716,10.08,0,0,0,0,0,0,0,0,1
84,59142,2801,37892,4409,2.71,6,Severe,4.7360589767001455,7.454938960468025,64.06952757769436,1.1777861197601094,2.2140221402214024,16.259999999999998,0,0,1,0,0,0,0,0,0
473,91803,1064,22958,2927,1.15,7,Severe,1.159003518403538,3.1883489646307854,25.007897345402657,1.8264394130357753,6.086956521739131,8.049999999999999,0,0,0,0,0,0,1,0,0
224,9985,3414,45447,3872,1.84,5,Critical,34.19128693039559,38.778167250876315,455.15272909364046,0.19127095671682875,2.717391304347826,9.200000000000001,0,0,0,0,0,1,0,0,0
121,90851,2451,49550,1279,2.37,5,Severe,2.6978239094781564,1.407799583934134,54.53985096476649,1.7403262582554442,2.109704641350211,11.850000000000001,0,0,0,0,0,0,0,1,0
725,67728,4739,46736,8693,1.67,6,Mild,6.9971060713442,12.835164186156389,69.00543349870068,1.2973860146737486,3.5928143712574854,10.02,0,1,0,0,0,0,0,0,0
886,18235,572,37469,796,1.26,9,Mild,3.1368247874965727,4.36523169728544,205.47847545928158,0.3600866419605301,7.142857142857143,11.34,0,0,0,0,0,1,0,0,0
26,11305,2993,34107,8992,1.2,3,Severe,26.4750110570544,79.54002653693057,301.6983635559487,0.22265582608856643,2.5,3.5999999999999996,0,0,0,0,0,0,0,1,0
124,88060,3696,19850,9984,1.84,11,Severe,4.197138314785374,11.33772427890075,22.541449012037248,1.7343716979530435,5.978260869565217,20.240000000000002,0,0,0,0,0,0,0,0,0
207,98444,3896,93113,9653,0.54,11,Moderate,3.9575799439275117,9.805574743001097,94.58473853155093,1.8857764710096636,20.37037037037037,5.94,0,0,0,1,0,0,0,0,0
330,92641,1855,93714,2166,2.67,15,Critical,2.002353169762848,2.3380576634535464,101.15823447501646,1.7330476878542431,5.617977528089888,40.05,0,0,0,0,1,0,0,0,0
23,90824,2052,10742,6458,0.56,4,Moderate,2.2593147185765874,7.110455386241522,11.827270325024223,1.9392479713203792,7.142857142857142,2.24,0,0,0,0,1,0,0,0,0
79,85851,2019,34750,1446,2.65,6,Critical,2.3517489604081487,1.6843135199357027,40.477105683102124,1.6060262416206066,2.2641509433962264,15.899999999999999,0,0,0,0,0,0,0,0,1
233,49912,3450,13732,1089,2.99,7,Mild,6.912165411123578,2.181840038467703,27.51242186247796,0.9939748539019069,2.341137123745819,20.93,0,0,0,0,0,0,0,0,0
918,39879,1749,32517,2723,0.6,15,Critical,4.385766945008651,6.828155169387397,81.53915594673889,0.7941722070595076,25.0,9.0,0,0,0,0,0,0,1,0,0
841,90063,1205,89795,7137,2.38,16,Moderate,1.3379523222633047,7.924452882981912,99.70243052085762,1.8000611592679276,6.722689075630252,38.08,0,0,0,0,0,0,0,0,1
164,61809,4557,93235,7630,1.72,9,Mild,7.372712711741008,12.34448057726221,150.84372825963857,1.5077682668312447,5.232558139534884,15.48,0,0,0,0,0,0,0,0,0
702,7395,2581,35399,2169,1.56,6,Severe,34.90196078431372,29.330628803245435,478.68830290736986,0.1478015641582706,3.846153846153846,9.36,1,0,0,0,0,0,0,0,0
787,73563,2640,79493,6736,1.79,2,Moderate,3.588760654133192,9.156777184182266,108.06111768144311,1.4488483444982938,1.1173184357541899,3.58,0,0,0,1,0,0,0,0,0
561,458,4164,84167,3160,0.66,10,Severe,909.1703056768558,689.9563318777292,18377.07423580786,0.00902046601933334,15.15151515151515,6.6000000000000005,0,0,0,0,1,0,0,0,0
971,4526,3856,23204,8177,2.28,10,Critical,85.19664162615996,180.66725585505964,512.6822801590808,0.09045975380396656,4.385964912280702,22.799999999999997,0,0,0,0,0,0,0,0,0
472,39432,2424,62830,5596,0.51,9,Mild,6.1472915398660986,14.19151957800771,159.33759383242037,0.7553526655240852,17.647058823529413,4.59,0,0,0,0,0,0,0,1,0
509,72227,1014,33819,1904,1.16,2,Severe,1.4039071261439626,2.636133301950794,46.823210156866544,1.4369708994840575,1.7241379310344829,2.32,0,0,0,0,0,0,0,0,1
158,71778,2450,90072,8421,2.09,18,Mild,3.41330212599961,11.732007021650087,125.4869179971579,1.3749671238077652,8.612440191387561,37.62,0,0,0,0,0,0,0,1,0
954,41092,2566,16676,5004,0.96,5,Moderate,6.244524481650929,12.177552808332521,40.58210843959895,0.8183285521825845,5.208333333333334,4.8,0,1,0,0,0,0,0,0,0
893,58383,4996,22444,7226,1.46,9,Critical,8.557285511193328,12.376890533203158,38.44269736053303,1.161541695274312,6.164383561643835,13.14,0,0,0,0,0,0,1,0,0
678,17711,2472,12798,1877,2.96,17,Mild,13.957427587375076,10.597933487663035,72.26017729094913,0.35236395808717164,5.743243243243243,50.32,0,0,0,0,0,0,0,0,0
175,59775,3218,44419,5516,1.28,2,Moderate,5.383521539104977,9.227938101212882,74.31033040568799,1.1772889875669224,1.5625,2.56,0,0,0,0,0,0,0,0,0
250,49979,976,75351,2907,1.78,15,Moderate,1.9528201844774804,5.816442906020529,150.7653214350027,0.9843534305245873,8.426966292134832,26.7,0,0,1,0,0,0,0,0,0
326,12705,3407,77575,2397,1.84,9,Severe,26.816214088941358,18.86658795749705,610.586383313656,0.25301431557188103,4.891304347826087,16.560000000000002,0,0,0,0,0,0,0,0,0
290,2361,3408,93129,6463,2.86,9,Critical,144.3456162642948,273.7399407030919,3944.4726810673446,0.04701824471194106,3.146853146853147,25.74,0,0,0,0,0,0,1,0,0
9,6630,3483,38275,8116,2.53,18,Mild,52.533936651583716,122.4132730015083,577.3001508295625,0.13058010853314422,7.114624505928854,45.54,0,0,0,0,0,0,1,0,0
286,32427,1363,88585,1201,1.77,10,Severe,4.203287383970148,3.7037037037037033,273.18284145927777,0.6066162646565726,5.649717514124294,17.7,1,0,0,0,0,0,0,0,0
928,96764,374,14439,5565,1.52,10,Mild,0.3865073787772312,5.751105783142491,14.921871770493158,1.9251395200918682,6.578947368421052,15.2,0,0,1,0,0,0,0,0,0
32,80785,2500,85153,930,1.46,17,Critical,3.094633904809061,1.1512038125889708,105.40694435848239,1.7275938339965917,11.643835616438356,24.82,0,0,0,0,0,0,1,0,0
824,91318,4500,13260,6597,1.62,4,Moderate,4.927834599969338,7.2242055235550495,14.520685954576315,1.8251444537937735,2.4691358024691357,6.48,0,1,0,0,0,0,0,0,0
345,80750,4935,35490,2607,0.83,8,Critical,6.1114551083591335,3.2284829721362227,43.95046439628483,1.613925125866173,9.63855421686747,6.64,0,0,1,0,0,0,0,0,0
833,71954,2103,31949,353,1.36,11,Mild,2.9227006142813465,0.4905912110515051,44.40197904216583,1.755245318183038,8.088235294117647,14.96,0,0,0,0,1,0,0,0,0
337,59256,451,54245,8229,0.64,16,Mild,0.7611043607398407,13.887201296071282,91.5434723909815,1.1670671057677213,25.0,10.24,0,0,0,0,0,0,0,0,1
335,4748,1481,65835,6782,0.64,14,Mild,31.192080876158386,142.83909014321821,1386.5838247683237,0.10153636843245425,21.875,8.96,0,0,0,1,0,0,0,0,0
979,45771,762,63064,825,1.84,1,Severe,1.6648095955954643,1.802451333813987,137.7815647462367,0.9014754370543806,0.5434782608695652,1.84,0,0,0,0,0,0,1,0,0
879,34873,2584,84334,2915,2.09,9,Critical,7.409743927967195,8.358902302641011,241.8317896366817,0.7445982835358009,4.306220095693781,18.81,0,0,0,1,0,0,0,0,0
770,32021,3645,41827,8768,2.2,1,Moderate,11.383154804659442,27.382030542456516,130.6236532275694,0.6376836992465331,0.45454545454545453,2.2,0,0,0,0,0,0,0,1,0
479,40479,368,47979,4337,1.61,15,Mild,0.9091133674250845,10.71419748511574,118.52812569480471,0.7754088189224349,9.316770186335404,24.150000000000002,0,0,0,0,0,0,0,0,1
670,86798,1167,52397,6647,1.93,3,Critical,1.3445010253692482,7.658010553238554,60.36659830871679,1.8532859752341484,1.5544041450777202,5.79,0,0,0,1,0,0,0,0,0
699,42827,193,64190,2667,1.79,10,Mild,0.45065029070446216,6.227379923879795,149.882083732225,0.8203867063907487,5.58659217877095,17.9,0,0,0,1,0,0,0,0,0
635,30486,3005,42366,7460,2.4,6,Moderate,9.85698353342518,24.470248638719415,138.9687069474513,0.6519456040505056,2.5,14.399999999999999,0,0,1,0,0,0,0,0,0
563,85476,2187,84776,6424,2.56,14,Moderate,2.558612943984276,7.515559923253311,99.18105667087838,1.7022157920363719,5.46875,35.84,0,0,0,0,1,0,0,0,0
565,25979,2330,31771,6957,1.66,17,Mild,8.968782478155433,26.779321759882986,122.29493052080527,0.6337315246001215,10.240963855421688,28.22,0,0,0,0,0,0,0,1,0
567,55878,4841,13754,3672,2.87,5,Moderate,8.663516947635921,6.571459250510039,24.614338380042238,1.1034231631187552,1.7421602787456445,14.350000000000001,0,0,0,1,0,0,0,0,0
138,51039,2161,41285,9973,2.24,18,Severe,4.234017124159957,19.539959638707654,80.88912400321323,1.0154313170804108,8.035714285714285,40.32000000000001,0,0,0,0,1,0,0,0,0
387,34642,1415,29681,7026,0.9,12,Moderate,4.084637145661336,20.281738929623,85.67923330061775,0.6898797260953249,13.333333333333332,10.8,0,0,0,0,0,0,0,1,0
730,70821,897,76266,595,1.19,7,Severe,1.2665734739695853,0.8401462842942066,107.68839750921337,1.41036811043811,5.882352941176471,8.33,0,0,0,0,0,0,1,0,0
752,33304,3163,90467,8330,2.48,6,Severe,9.497357674753783,25.012010569300987,271.6400432380495,0.6625898740971805,2.4193548387096775,14.879999999999999,0,0,0,0,0,0,0,1,0
55,15136,1275,86744,5625,1.2,10,Mild,8.42362579281184,37.163054968287526,573.0972515856237,0.2831511944318587,8.333333333333334,12.0,0,1,0,0,0,0,0,0,0
817,53484,203,86853,1475,1.12,9,Severe,0.37955276344327277,2.757834118614913,162.39062149427866,1.1419750120904075,8.035714285714285,10.080000000000002,0,0,1,0,0,0,0,0,0
45,20195,3232,70794,516,1.29,9,Severe,16.00396137657836,2.5550878930428325,350.5521168606091,0.4311978417688613,6.976744186046512,11.61,0,0,0,0,0,0,1,0,0
948,81129,4391,92918,6457,2.53,15,Moderate,5.412367957203959,7.958929605936225,114.53117874003131,1.5540932846749724,5.928853754940712,37.949999999999996,0,0,0,0,1,0,0,0,0
797,89181,2552,51552,3184,1.11,5,Critical,2.8615960798824864,3.570267209383165,57.80603491775154,1.9071429808708307,4.504504504504504,5.550000000000001,0,0,0,0,0,0,0,1,0
667,27203,1788,93896,4575,2.38,14,Moderate,6.57280447009521,16.81799801492482,345.16781237363523,0.5088901917369089,5.882352941176471,33.32,0,0,0,0,0,0,1,0,0
382,83009,127,4056,8246,1.78,14,Critical,0.1529954583237962,9.933862593212785,4.886217157175728,1.6590750560126957,7.865168539325842,24.92,0,0,0,1,0,0,0,0,0
505,89959,3757,36393,7779,0.71,11,Mild,4.1763470025233715,8.647272646427817,40.455096210495896,2.1944591486008824,15.492957746478874,7.81,0,0,0,0,1,0,0,0,0
351,52881,3062,13076,5632,1.1,17,Critical,5.790359486393979,10.65032809515705,24.727217715247445,1.1308645111787308,15.454545454545453,18.700000000000003,0,0,0,0,1,0,0,0,0
646,98768,4015,86640,4577,2.52,9,Critical,4.065081807872995,4.634092013607646,87.72071926129921,2.4093458263098966,3.5714285714285716,22.68,0,0,0,0,0,0,0,1,0
353,61540,3250,45977,1388,1.34,15,Mild,5.281117972050699,2.2554436139096525,74.71075723106922,1.3160379345689206,11.194029850746269,20.1,0,0,0,0,0,0,0,0,1
354,44299,4595,75464,1258,1.78,14,Moderate,10.372694643219937,2.839793223323326,170.3514752026005,0.8813376421039816,7.865168539325842,24.92,0,0,0,0,0,0,0,1,0
112,255,666,25855,2090,2.36,17,Moderate,261.1764705882353,819.6078431372548,10139.21568627451,0.0050223118666593925,7.203389830508475,40.12,0,0,0,0,0,0,1,0,0
864,54220,2850,57873,3514,0.83,2,Moderate,5.256362965695315,6.481003319808189,106.7373662855035,1.0797667210001882,2.4096385542168677,1.66,0,0,0,0,0,0,1,0,0
630,62254,3453,25056,6250,2.73,7,Critical,5.546631541748321,10.039515533138433,40.24801619173065,1.1645939784725774,2.5641025641025643,19.11,0,0,0,1,0,0,0,0,0
668,36288,3700,22977,202,1.13,16,Critical,10.19620811287478,0.5566578483245149,63.31845238095239,0.7165793289533159,14.15929203539823,18.08,0,0,0,0,0,0,0,1,0
119,36698,3906,72829,3504,1.36,11,Critical,10.643631805547987,9.548204261812634,198.45495667338818,0.7835651595560125,8.088235294117647,14.96,0,0,0,0,0,0,0,0,1
777,99632,3591,84812,4953,0.65,18,Severe,3.6042636903806007,4.971294363256785,85.12526096033403,2.4304222356118137,27.69230769230769,11.700000000000001,0,0,1,0,0,0,0,0,0
945,71454,2923,69330,6240,2.22,10,Critical,4.090743695244493,8.732891090771686,97.02745822487195,1.3366996199084322,4.504504504504504,22.200000000000003,0,0,0,0,0,1,0,0,0
310,63415,2535,79584,500,0.79,1,Mild,3.9974769376330523,0.7884569896712135,125.4971221319877,1.2628809777245837,1.2658227848101264,0.79,0,0,0,1,0,0,0,0,0
21,17171,2841,10385,9300,1.32,18,Severe,16.545338070001748,54.161085551220076,60.47987886552909,0.3416205479258554,13.636363636363635,23.76,0,0,0,0,0,0,0,0,0
300,24100,1497,87284,2851,2.56,2,Moderate,6.211618257261411,11.8298755186722,362.1742738589212,0.45084195202218513,0.78125,5.12,0,0,0,0,0,0,1,0,0
604,16959,3318,38396,8643,2.01,5,Severe,19.564832832124534,50.96408986378914,226.40485877705055,0.3626696024106975,2.4875621890547266,10.049999999999999,0,0,0,0,0,1,0,0,0
126,55177,3674,92496,1194,2.3,2,Mild,6.658571506243543,2.1639451220617287,167.635065335194,1.1028055315160104,0.8695652173913044,4.6,0,1,0,0,0,0,0,0,0
703,41260,2565,741,3840,1.63,4,Severe,6.216674745516239,9.30683470673776,1.7959282598158024,0.8246507825788025,2.4539877300613497,6.52,0,0,0,0,1,0,0,0,0
535,71255,2467,94016,6014,1.93,2,Mild,3.4622131780225947,8.440109466002387,131.9430215423479,1.738193917601973,1.0362694300518136,3.86,1,0,0,0,0,0,0,0,0
307,5510,42,44774,1385,1.39,12,Moderate,0.7622504537205083,25.13611615245009,812.5952813067152,0.10307631351212615,8.633093525179858,16.68,0,0,0,0,0,0,1,0,0
20,33480,3313,3423,3647,0.96,17,Mild,9.895459976105139,10.893070489844684,10.224014336917563,0.6413371688412045,17.708333333333336,16.32,0,0,0,0,0,0,1,0,0
349,83376,4546,25155,1687,2.74,15,Severe,5.4524083669161385,2.023364037612742,30.17055267702936,1.6421187223317393,5.474452554744525,41.1,1,0,0,0,0,0,0,0,0
269,78102,3854,70477,7092,2.09,13,Critical,4.93457273821413,9.080433279557502,90.23712580983842,1.4961085890333259,6.220095693779904,27.169999999999998,0,0,0,0,0,0,1,0,0
449,93647,3144,5418,7307,0.96,17,Moderate,3.35728854101039,7.802705906222303,5.785556397962561,1.844409566184518,17.708333333333336,16.32,0,0,0,1,0,0,0,0,0
272,17962,3072,12547,7679,0.62,12,Mild,17.102772519763946,42.75136399064692,69.85302304865829,0.3590009053970056,19.35483870967742,7.4399999999999995,0,0,1,0,0,0,0,0,0
962,33587,2259,84128,5263,1.76,1,Moderate,6.725816536159823,15.669753178313037,250.47786345907645,0.6433868425886958,0.5681818181818182,1.76,0,0,0,0,0,0,1,0,0
5,77167,25,44875,4372,1.83,12,Severe,0.032397268262340115,5.66563427371804,58.15309653090052,1.5367458236706293,6.557377049180328,21.96,0,0,0,0,0,0,0,1,0
547,5598,3278,79285,5816,1.52,19,Severe,58.55662736691676,103.89424794569489,1416.3093962129333,0.119713687970699,12.5,28.88,1,0,0,0,0,0,0,0,0
675,78049,3904,81376,2531,2.82,10,Critical,5.001985931914567,3.2428346295276045,104.26270676113722,1.5543104538425616,3.546099290780142,28.2,0,0,0,1,0,0,0,0,0
655,80118,2687,20905,8627,1.02,4,Severe,3.3538031403679573,10.767867395591503,26.09276317431788,1.6012935385033567,3.9215686274509802,4.08,0,0,0,0,0,0,1,0,0
130,50200,4780,19992,5821,1.69,6,Severe,9.52191235059761,11.595617529880478,39.82470119521913,1.224578410828981,3.5502958579881656,10.14,0,1,0,0,0,0,0,0,0
340,49434,1537,31558,9723,1.18,11,Moderate,3.109196099850305,19.668649107901444,63.838653558279724,0.9247685085587013,9.322033898305085,12.979999999999999,0,0,0,0,0,1,0,0,0
842,98926,4988,59145,3730,2.37,5,Critical,5.04215272021511,3.7704951175626222,59.78711360006469,1.9772031826803351,2.109704641350211,11.850000000000001,0,0,0,0,0,1,0,0,0
292,26612,1099,31399,6693,2.83,11,Critical,4.1297159176311435,25.150308131669924,117.98812565759809,0.531885764081122,3.8869257950530036,31.130000000000003,0,1,0,0,0,0,0,0,0
629,51198,3982,70172,7114,2.22,5,Moderate,7.7776475643579825,13.895074026329155,137.0600414078675,1.018594654516798,2.252252252252252,11.100000000000001,1,0,0,0,0,0,0,0,0
468,40703,2962,40913,4322,1.64,12,Critical,7.277104881704051,10.618381937449328,100.5159324865489,0.809794488511216,7.317073170731708,19.68,0,0,0,1,0,0,0,0,0
476,84626,2259,38002,1177,0.94,12,Critical,2.6693923853189325,1.3908255146172572,44.9058209061045,1.5831100013207238,12.765957446808512,11.28,0,1,0,0,0,0,0,0,0
57,97856,2493,86105,8874,1.69,16,Severe,2.5476209941137995,9.068427076520603,87.99153858731196,2.0893932163472986,9.467455621301776,27.04,0,0,0,0,1,0,0,0,0
132,48881,4956,11719,3966,1.51,11,Moderate,10.138908778461978,8.113581964362432,23.97455043882081,0.9363560976740417,7.28476821192053,16.61,0,0,0,1,0,0,0,0,0
184,79322,2468,31973,9105,1.1,2,Mild,3.1113688510123296,11.478530546380576,40.307859105922695,1.9349802530632756,1.8181818181818181,2.2,0,0,0,1,0,0,0,0,0
745,53217,3571,3228,11,1.69,11,Severe,6.710261758460642,0.020670086626453952,6.0657308754721235,1.0597924306799522,6.508875739644971,18.59,1,0,0,0,0,0,0,0,0
726,28320,2890,75960,70,2.21,11,Severe,10.204802259887005,0.24717514124293788,268.22033898305085,0.5424930890556425,4.97737556561086,24.31,0,0,1,0,0,0,0,0,0
715,8705,531,28214,9707,0.54,19,Severe,6.099942561746123,111.51062607696727,324.11257897759907,0.16675149506459633,35.18518518518518,10.260000000000002,0,0,0,0,0,0,0,1,0
713,54289,2604,3171,8092,1.05,15,Severe,4.796551787654957,14.905413619701966,5.840962257547569,1.0850573518036988,14.285714285714285,15.75,0,0,1,0,0,0,0,0,0
756,89500,1925,89362,9423,0.74,7,Moderate,2.1508379888268156,10.528491620111732,99.84581005586593,1.7144467327146893,9.45945945945946,5.18,0,0,0,0,0,0,0,0,0
383,3844,4855,34443,7823,2.23,7,Severe,126.30072840790842,203.51196670135275,896.0197710718003,0.0822042544764857,3.1390134529147984,15.61,0,0,0,0,0,0,0,1,0
245,96236,1822,9271,3350,1.76,7,Severe,1.893262396608338,3.4810258115466146,9.633609044432436,2.3475802379390003,3.977272727272727,12.32,0,0,1,0,0,0,0,0,0
489,79339,3010,62703,1040,1.24,8,Moderate,3.7938466580118226,1.3108307389808291,79.03174983299512,1.5800002190600133,6.451612903225807,9.92,1,0,0,0,0,0,0,0,0
970,21036,3805,53025,3132,2.76,11,Severe,18.088039551245483,14.888762122076441,252.06788362806617,0.44985658094884323,3.985507246376812,30.36,0,0,0,0,0,0,0,1,0
973,27706,924,45000,4585,2.17,18,Severe,3.335017685699848,16.548762001010612,162.41969248538223,0.6758599492117081,8.294930875576037,39.06,0,0,0,0,1,0,0,0,0
